DBN,School Name,School Type,Enrollment,Rigorous Instruction Rating,Collaborative Teachers Rating,Supportive Environment Rating,Effective School Leadership Rating,Strong Family-Community Ties Rating,Trust Rating,Student Achievement Rating,Rigorous Instruction - Percent Positive,Collaborative Teachers - Percent Positive,Supportive Environment - Percent Positive,Effective School Leadership - Percent Positive,Strong Family-Community Ties - Percent Positive,Trust - Percent Positive,Quality Review - How interesting and challenging is the curriculum?,Quality Review - How effective is the teaching and learning?,Quality Review - How well does the school assess what students are learning?,Quality Review - How clearly are high expectations communicated to students and staff?,Quality Review - How well do teachers work with each other?,Quality Review - How safe and inclusive is the school while supporting social-emotional growth?,Quality Review - How well does the school allocate and manage resources?,"Quality Review - How well does the school identify, track, and meet its goals?",Quality Review - How thoughtful is the school’s approach to teacher development and evaluation?,Quality Review - How well are school decisions evaluated and adjusted?,Quality Review - Dates of Review,Average Grade 8 English Proficiency,Average Grade 8 Math Proficiency,Percent English Language Learners,Percent Students with Disabilities,Percent Self-Contained,Economic Need Index,Percent Overage/Undercredited,Percent in Temp Housing,Percent HRA Eligible,Percent Asian,Percent Black,Percent Hispanic,Percent White,Years of principal experience at this school,Percent of teachers with 3 or more years of experience,Student Attendance Rate,Percent of Students Chronically Absent,Teacher Attendance Rate
02M630,Art and Design High School,High School,1447,Meeting Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,0.81,0.73,0.73,0.8,0.84,0.82,Proficient,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,42644,3.21,2.816,0.011,0.203,0.019,0.506,0.027,0.068,0.328,0.073,0.194,0.556,0.138,1.4,0.787,0.9,0.29,0.965
02M655,Life Sciences Secondary School,High School,566,Not Meeting Target,Approaching Target,Not Meeting Target,Not Meeting Target,,,Approaching Target,0.67,0.74,0.61,0.65,0.7,0.76,Developing,Developing,Developing,Developing,Proficient,,,,,,42472,2.67,2.308,0.092,0.193,0.025,0.743,0.076,0.15,0.555,0.053,0.297,0.587,0.035,2,0.867,0.796,0.565,0.951
03M299,The Maxine Greene HS for Imaginative Inquiry,High School,442,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,0.73,0.69,0.67,0.71,0.81,0.87,Proficient,Proficient,Proficient,Well Developed,Proficient,,,,,,42062,2.605,2.186,0.124,0.217,0.005,0.759,0.12,0.149,0.566,0.016,0.376,0.563,0.02,12,0.519,0.826,0.473,0.967
03M307,"Urban Assembly School for Media Studies, The",High School,408,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,0.87,0.97,0.77,0.98,0.85,0.94,Well Developed,Proficient,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,Proficient,42856,2.631,2.257,0.064,0.181,0,0.726,0.118,0.125,0.525,0.027,0.385,0.539,0.02,8.5,0.556,0.84,0.517,0.972
03M402,The Urban Assembly School for Green Careers,High School,319,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.81,0.9,0.73,0.93,0.78,0.89,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,,,,,,42426,2.576,2.204,0.138,0.279,0.009,0.753,0.129,0.141,0.552,0.016,0.27,0.643,0.044,1,0.448,0.842,0.468,0.978
03M403,The Global Learning Collaborative,High School,428,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Approaching Target,0.79,0.82,0.72,0.93,0.92,0.88,Proficient,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,Proficient,42856,2.577,2.258,0.161,0.194,0.005,0.743,0.126,0.157,0.551,0.019,0.243,0.682,0.042,4.9,0.727,0.859,0.349,0.965
03M415,Wadleigh Secondary School for the Performing & Vis,High School,262,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,0.73,0.74,0.68,0.75,0.86,0.8,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,42856,2.62,2.142,0.027,0.237,0.053,0.726,0.107,0.145,0.546,0.011,0.523,0.427,0.023,2,0.857,0.811,0.508,0.961
03M417,Frank Mccourt High School,High School,411,Exceeding Target,Exceeding Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.84,0.9,0.7,0.89,0.87,0.87,Well Developed,Well Developed,Proficient,Proficient,Well Developed,,,,,,42044,3.3,2.96,0.01,0.207,0.015,0.449,0.012,0.039,0.287,0.051,0.173,0.438,0.297,7,0.792,0.927,0.217,0.973
03M479,Beacon High School,High School,1304,Exceeding Target,Meeting Target,Exceeding Target,Not Meeting Target,Meeting Target,Approaching Target,Exceeding Target,0.88,0.76,0.83,0.71,0.83,0.82,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,,,,,,41990,3.865,3.732,0.002,0.079,0.012,0.263,0.008,0.015,0.134,0.082,0.14,0.201,0.522,12.9,0.917,0.964,0.062,0.979
03M485,Fiorello H. LaGuardia High School of Music & Art a,High School,2697,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Not Meeting Target,Exceeding Target,0.78,0.67,0.69,0.59,0.8,0.71,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,42736,3.919,3.82,0.001,0.024,0,0.249,0.003,0.014,0.115,0.191,0.112,0.185,0.443,3.8,0.849,0.952,0.102,0.957
03M492,"High School for Law, Advocacy and Community Justic",High School,498,Exceeding Target,Exceeding Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,0.83,0.88,0.69,0.89,0.86,0.91,Proficient,Well Developed,Well Developed,Proficient,Well Developed,,,,,,42017,2.801,2.41,0.066,0.177,0.018,0.739,0.074,0.161,0.542,0.024,0.376,0.576,0.018,5.8,0.686,0.84,0.445,0.96
03M494,High School of Arts and Technology,High School,542,Not Meeting Target,Approaching Target,Approaching Target,Not Meeting Target,Approaching Target,Not Meeting Target,Approaching Target,0.68,0.63,0.56,0.6,0.81,0.73,Developing,Developing,Under Developed,Developing,Developing,Proficient,Proficient,Developing,Proficient,Under Developed,42644,2.551,2.199,0.103,0.247,0.044,0.777,0.138,0.166,0.607,0.035,0.367,0.561,0.024,14.9,0.833,0.82,0.452,0.966
03M541,Manhattan / Hunter Science High School,High School,451,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,0.84,0.85,0.81,0.87,0.83,0.88,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,,,,,,42020,3.737,3.702,0.004,0.133,0,0.434,0.004,0.038,0.242,0.251,0.164,0.364,0.171,3.8,0.833,0.972,0.056,0.969
03M859,Special Music School,High School,179,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,0.87,0.91,0.81,0.94,0.92,0.94,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,,,,,,41940,3.56,3.233,0.011,0.145,0,0.334,0.034,0.05,0.123,0.168,0.162,0.168,0.346,7.2,0.619,0.948,0.143,0.984
03M860,Frederick Douglass Academy II Secondary School,High School,337,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,0.69,0.65,0.64,0.74,0.8,0.8,Proficient,Developing,Proficient,Well Developed,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,42705,2.457,2.071,0.092,0.234,0.042,0.772,0.128,0.172,0.543,0.033,0.632,0.297,0.015,6.9,0.355,0.821,0.532,0.966
04M372,Esperanza Preparatory Academy,High School,369,Approaching Target,Approaching Target,Approaching Target,Not Meeting Target,Approaching Target,Approaching Target,Meeting Target,0.74,0.65,0.7,0.69,0.79,0.8,Developing,Developing,Proficient,Proficient,Proficient,,,,,,42453,2.417,2.146,0.312,0.22,0.092,0.859,0.057,0.225,0.621,0.005,0.111,0.867,0.016,1,0.66,0.863,0.496,0.97
04M409,Coalition School for Social Change,High School,161,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,0.65,0.66,0.65,0.66,0.78,0.72,Proficient,Developing,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Well Developed,Proficient,42856,2.378,2.017,0.093,0.354,0,0.827,0.137,0.155,0.696,0.037,0.391,0.534,0.031,1.2,0.867,0.837,0.593,0.973
04M435,Manhattan Center for Science and Mathematics,High School,1604,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,0.87,0.93,0.79,0.92,0.82,0.89,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,,,,,,42467,3.407,3.375,0.052,0.108,0.002,0.656,0.016,0.074,0.456,0.19,0.201,0.541,0.046,10,0.696,0.933,0.155,0.973
04M495,Park East High School,High School,417,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,0.91,0.96,0.87,0.95,0.86,0.95,Well Developed,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,Proficient,42675,2.887,2.59,0.024,0.156,0,0.692,0.022,0.067,0.508,0.048,0.242,0.647,0.029,12,0.813,0.935,0.179,0.962
04M555,Central Park East High School,High School,490,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,0.89,0.94,0.85,0.96,0.87,0.95,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,,,,,,42081,3.226,3.033,0.029,0.157,0.008,0.681,0.035,0.09,0.471,0.094,0.249,0.573,0.065,12,0.758,0.947,0.138,0.988
04M610,Young Women's Leadership School,High School,323,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Approaching Target,Exceeding Target,Exceeding Target,0.87,0.94,0.82,0.96,0.82,0.94,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,,,,,,42123,3.267,2.95,0.015,0.18,0,0.688,0.009,0.09,0.495,0.09,0.235,0.601,0.05,2.9,0.719,0.935,0.208,0.97
04M680,"Heritage School, The",High School,321,Approaching Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,0.81,0.95,0.66,0.98,0.87,0.9,Developing,Developing,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Proficient,Proficient,42826,2.516,2.118,0.075,0.231,0,0.828,0.137,0.156,0.698,0.028,0.287,0.626,0.04,5.6,0.72,0.879,0.364,0.957
05M148,Eagle Academy for Young Men of Harlem,High School,86,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,,0.73,0.74,0.69,0.8,0.9,0.87,Proficient,Proficient,Proficient,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,42705,2.621,2.093,0,0.256,0.023,0.669,0.023,0.058,0.488,0,0.733,0.209,0,4,0.714,0.886,0.5,0.963
05M157,The Urban Assembly School for Global Commerce,High School,250,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,0.77,0.66,0.64,0.75,0.82,0.82,Proficient,Developing,Developing,Well Developed,Proficient,Well Developed,Well Developed,Proficient,Proficient,Proficient,42767,2.537,2.12,0.06,0.28,0.008,0.749,0.14,0.16,0.544,0.012,0.492,0.448,0.016,4,0.259,0.845,0.459,0.961
05M304,Mott Hall High School,High School,364,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Exceeding Target,Meeting Target,Approaching Target,0.75,0.75,0.66,0.84,0.9,0.86,Developing,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,42705,2.487,2.164,0.14,0.272,0.025,0.807,0.151,0.184,0.599,0.022,0.357,0.599,0.014,6.8,0.75,0.803,0.532,0.977
05M362,Columbia Secondary School,High School,390,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,0.86,0.84,0.73,0.89,0.9,0.9,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,,,,,,41964,3.744,3.657,0.003,0.095,0.01,0.46,0.015,0.036,0.269,0.126,0.195,0.451,0.213,5.9,0.744,0.938,0.154,0.985
05M367,Academy for Social Action,High School,128,Approaching Target,Meeting Target,Approaching Target,Exceeding Target,Approaching Target,Meeting Target,Approaching Target,0.65,0.77,0.58,0.9,0.79,0.86,Developing,Developing,Proficient,Proficient,Proficient,,,,,,42348,2.246,1.956,0.234,0.32,0.094,0.87,0.195,0.289,0.648,0.016,0.5,0.469,0.008,1,0.813,0.752,0.628,0.945
05M369,Urban Assembly School for the Performing Arts,High School,340,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.84,0.86,0.74,0.91,0.82,0.9,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,42767,2.536,2.131,0.079,0.244,0.05,0.801,0.115,0.179,0.635,0.003,0.529,0.435,0.006,2.9,0.5,0.808,0.612,0.969
05M499,Frederick Douglass Academy,High School,1167,Meeting Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,0.73,0.83,0.63,0.83,0.8,0.86,Proficient,Proficient,Proficient,Proficient,Developing,,,,,,42500,2.841,2.532,0.023,0.127,0.005,0.674,0.048,0.117,0.469,0.016,0.696,0.238,0.018,5.7,0.872,0.887,0.345,0.962
05M670,Thurgood Marshall Academy for Learning and Social,High School,379,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,0.81,0.83,0.66,0.83,0.82,0.84,Proficient,Developing,Proficient,Well Developed,Well Developed,,,,,,42495,2.833,2.398,0.026,0.195,0.016,0.733,0.037,0.1,0.544,0.021,0.715,0.248,0.011,6,0.857,0.906,0.241,0.962
05M692,"High School for Mathematics, Science and Engineeri",High School,463,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,0.89,0.86,0.82,0.86,0.85,0.88,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,,,,,,42012,3.953,4.136,0,0.056,0.002,0.363,0.002,0.028,0.218,0.376,0.089,0.173,0.272,5.7,1,0.96,0.099,0.973
06M211,Inwood Early College for Health and Information Te,High School,285,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,,0.77,0.78,0.72,0.8,0.87,0.88,Proficient,Developing,Developing,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,42856,2.755,2.477,0.158,0.225,0.004,0.784,0.063,0.119,0.593,0.021,0.179,0.765,0.021,3,0.524,0.912,0.255,0.979
06M293,City College Academy of the Arts,High School,342,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Exceeding Target,0.78,0.71,0.74,0.76,0.79,0.81,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,42826,3.29,3.135,0.032,0.12,0.003,0.719,0.012,0.07,0.544,0.006,0.047,0.912,0.032,12,0.861,0.939,0.177,0.973
06M346,Community Health Academy of the Heights,High School,385,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,0.87,0.94,0.8,0.97,0.9,0.95,Proficient,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,42736,2.629,2.19,0.182,0.171,0.01,0.805,0.049,0.158,0.59,0.005,0.06,0.912,0.018,6.1,0.725,0.79,0.548,0.978
06M348,Washington Heights Expeditionary Learning School,High School,405,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Approaching Target,0.84,0.86,0.77,0.87,0.9,0.93,Proficient,Proficient,Proficient,Well Developed,Well Developed,,,,,,42081,2.747,2.667,0.123,0.202,0,0.804,0.022,0.17,0.62,0.005,0.054,0.933,0.005,1.8,0.724,0.844,0.472,0.978
06M462,The College Academy,High School,459,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,0.76,0.83,0.64,0.86,0.82,0.85,Proficient,Proficient,Proficient,Proficient,Proficient,,,,,,41962,2.301,2.058,0.447,0.203,0.041,0.826,0.144,0.214,0.58,0.004,0.109,0.865,0.011,0.9,0.857,0.852,0.463,0.978
06M463,High School for Media and Communications,High School,409,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,0.76,0.77,0.67,0.84,0.86,0.89,Developing,Developing,Developing,Proficient,Developing,,,,,,42426,2.411,2.095,0.396,0.176,0.005,0.865,0.147,0.301,0.535,0.012,0.115,0.861,0.007,1.9,0.92,0.903,0.234,0.949
06M467,High School for Law and Public Service,High School,593,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,0.85,0.93,0.74,0.98,0.91,0.94,Developing,Developing,Proficient,Developing,Developing,Developing,Proficient,Proficient,Proficient,Developing,42675,2.48,2.142,0.317,0.223,0.094,0.812,0.116,0.207,0.577,0.005,0.147,0.828,0.017,17.8,0.971,0.88,0.377,0.946
06M468,High School for Health Careers and Sciences,High School,460,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Exceeding Target,Approaching Target,Approaching Target,0.68,0.63,0.66,0.67,0.96,0.79,Proficient,Proficient,Proficient,Proficient,Well Developed,Well Developed,Proficient,Proficient,Proficient,Proficient,42856,2.432,2.149,0.38,0.154,0.004,0.854,0.102,0.285,0.57,0.015,0.135,0.822,0.009,4.4,0.619,0.87,0.39,0.962
06M540,A. Philip Randolph Campus High School,High School,1447,Approaching Target,Meeting Target,,Meeting Target,Approaching Target,Meeting Target,Approaching Target,0.82,0.85,0.76,0.86,0.77,0.88,Proficient,Developing,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,42736,2.798,2.42,0.126,0.138,0.017,0.776,0.055,0.125,0.576,0.053,0.289,0.607,0.026,5.6,0.735,0.844,0.418,0.97
06M552,Gregorio Luperon High School for Science and Mathe,High School,508,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,0.86,0.86,0.86,0.92,0.87,0.95,Proficient,Proficient,Proficient,Well Developed,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,42856,1.887,2.031,0.673,0.02,0,0.923,0.159,0.437,0.382,0,0,1,0,0.7,0.778,0.924,0.165,0.979
07X221,South Bronx Preparatory: A College Board School,High School,376,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Approaching Target,Exceeding Target,Exceeding Target,0.87,0.9,0.85,0.93,0.83,0.94,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,,,,,,42018,2.748,2.362,0.045,0.234,0.003,0.83,0.043,0.098,0.644,0.029,0.25,0.699,0.011,10,0.587,0.924,0.247,0.97
07X223,M.S. 223 The Laboratory School of Finance and Tech,High School,395,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.82,0.86,0.75,0.86,0.82,0.91,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,,,,,,42312,2.923,2.815,0.068,0.185,0,0.858,0.015,0.081,0.701,0.005,0.192,0.795,0.005,14,0.577,0.903,0.29,0.967
07X259,"H.E.R.O. High (Health, Education, and Research Occ",High School,455,Meeting Target,Meeting Target,Approaching Target,Exceeding Target,Exceeding Target,Meeting Target,Approaching Target,0.77,0.88,0.69,0.94,0.91,0.91,Proficient,Proficient,Proficient,Proficient,Proficient,,,,,,42135,2.615,2.28,0.105,0.2,0.007,0.78,0.095,0.174,0.602,0.011,0.389,0.571,0.007,4,0.258,0.834,0.466,0.971
07X334,International Community High School,High School,443,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,0.86,0.89,0.84,0.89,0.85,0.93,Proficient,Proficient,Proficient,Well Developed,Well Developed,,,,,,42423,1.799,1.836,0.856,0.054,0.009,0.947,0.289,0.289,0.332,0.043,0.115,0.813,0.016,10.5,0.857,0.886,0.373,0.981
