DBN,School Name,School Type,Enrollment,Rigorous Instruction Rating,Collaborative Teachers Rating,Supportive Environment Rating,Effective School Leadership Rating,Strong Family-Community Ties Rating,Trust Rating,Student Achievement Rating,Rigorous Instruction - Percent Positive,Collaborative Teachers - Percent Positive,Supportive Environment - Percent Positive,Effective School Leadership - Percent Positive,Strong Family-Community Ties - Percent Positive,Trust - Percent Positive,Quality Review - How interesting and challenging is the curriculum?,Quality Review - How effective is the teaching and learning?,Quality Review - How well does the school assess what students are learning?,Quality Review - How well do teachers work with each other?,Quality Review - How clearly are high expectations communicated to students and staff?,Quality Review - Dates of Review,Average Grade 4 English Proficiency,Average Grade 4 Math Proficiency,Percent English Language Learners,Percent Students with Disabilities,Percent Self-Contained,Economic Need Index,Percent in Temp Housing,Percent HRA Eligible,Percent Asian,Percent Black,Percent Hispanic,Percent White,Years of principal experience at this school,Percent of teachers with 3 or more years of experience,Student Attendance Rate,Percent of Students Chronically Absent,Teacher Attendance Rate
02M407,Institute for Collaborative Education,Middle,482,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Approaching Target,0.94,0.98,0.9,0.98,0.89,0.96,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,"March 19 - 20, 2013",3.37,3.51,0,0.087,0,0.258,0.015,0.102,0.078,0.15,0.17,0.558,0,0,0.955,0.129,
02M408,Professional Performing Arts High School,Middle,536,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Exceeding Target,0.9,0.86,0.84,0.85,0.75,0.91,Proficient,Proficient,Proficient,Proficient,Proficient,"December 17-18, 2013",3.6,3.63,0,0.043,0,0.33,0.043,0.075,0.065,0.097,0.118,0.667,0,0,0.955,0.094,
02M413,School of the Future High School,Middle,713,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,0.88,0.96,0.88,0.91,0.76,0.92,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,16-Dec-14,3.03,3.35,0.01,0.156,0,0.358,0.044,0.231,0.146,0.098,0.298,0.356,0,0,0.968,0.057,
02M422,Quest to Learn,Middle,564,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,0.83,0.79,0.82,0.74,0.8,0.86,Proficient,Proficient,Developing,Proficient,Proficient,14-Jan-15,2.89,3.16,0.017,0.268,0.003,0.406,0.07,0.217,0.104,0.1,0.314,0.425,0,0,0.954,0.114,
02M442,"Ballet Tech, NYC Public School for Dance",K-8,150,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,0.98,0.98,0.92,0.94,0.84,0.95,Proficient,Proficient,Well Developed,Proficient,Proficient,"December 2-3, 2013",2.97,3.33,0.007,0.02,0,0.468,0.047,0.32,0.373,0.24,0.16,0.187,5.8,0.778,0.963,0.065,0.976
02M655,Life Sciences Secondary School,Middle,697,Meeting Target,Approaching Target,Approaching Target,Not Meeting Target,Not Meeting Target,Approaching Target,Approaching Target,0.9,0.9,0.77,0.67,0.65,0.81,Proficient,Proficient,Developing,Proficient,Developing,"December 5-6, 2013",2.29,2.48,0.063,0.313,0.115,0.765,0.146,0.635,0.01,0.365,0.604,0.021,0,0,0.901,0.3,
02M896,Lower Manhattan Community Middle School,Middle,366,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,0.84,0.93,0.9,0.95,0.85,0.96,Well Developed,Proficient,Proficient,Well Developed,Well Developed,17-Mar-15,2.66,3.06,0.085,0.281,0,0.564,0.096,0.418,0.402,0.131,0.213,0.219,9,0.731,0.962,0.084,0.964
02M933,City Knoll Middle School,Middle,79,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.9,0.95,0.8,0.93,0.78,0.93,Proficient,Proficient,Proficient,Well Developed,Proficient,28-Apr-15,2.58,2.76,0.063,0.367,0.038,0.613,0.139,0.481,0.076,0.228,0.456,0.203,1,0.286,0.945,0.186,0.984
03M009,P.S. 009 Sarah Anderson,Elementary,658,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,1,0.95,0.99,0.91,0.9,0.96,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,20-Jan-15,3.5,3.73,0.035,0.162,0.003,0.221,0.084,0.133,0.085,0.047,0.217,0.614,17,0.805,0.962,0.063,0.966
03M054,J.H.S. 054 Booker T. Washington,Middle,813,N/A,N/A,N/A,Approaching Target,Meeting Target,Meeting Target,Exceeding Target,0.85,0.83,0.87,0.8,0.84,0.9,N/A,N/A,N/A,N/A,N/A,,3.59,3.84,0.012,0.122,0.053,0.221,0.036,0.135,0.055,0.093,0.138,0.649,10.3,0.694,0.964,0.05,0.974
03M075,P.S. 075 Emily Dickinson,Elementary,566,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,0.93,0.88,0.92,0.8,0.92,0.92,Proficient,Proficient,Proficient,Proficient,Proficient,25-Nov-14,2.63,3,0.14,0.284,0.019,0.599,0.147,0.475,0.032,0.251,0.527,0.166,18.3,0.621,0.935,0.219,0.965
03M076,P.S. 076 A. Philip Randolph,K-8,520,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,0.91,0.95,0.93,0.89,0.89,0.96,Proficient,Proficient,Proficient,Proficient,Proficient,"October 29-30, 2013",2.26,2.31,0.101,0.198,0.06,0.85,0.308,0.685,0.004,0.791,0.183,0.017,12,0.909,0.898,0.422,0.97
03M084,P.S. 084 Lillian Weber,Elementary,521,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.92,0.94,0.97,0.81,0.89,0.93,Proficient,Proficient,Proficient,Well Developed,Well Developed,26-Mar-15,2.72,2.92,0.101,0.19,0.074,0.5,0.091,0.348,0.014,0.161,0.449,0.34,10.8,0.676,0.946,0.138,0.972
03M087,P.S. 087 William Sherman,Elementary,875,Meeting Target,Approaching Target,Meeting Target,Not Meeting Target,Exceeding Target,Approaching Target,Exceeding Target,0.92,0.8,0.97,0.69,0.93,0.84,Proficient,Proficient,Developing,Proficient,Proficient,14-May-15,3.64,3.82,0.037,0.181,0.001,0.099,0.007,0.044,0.071,0.048,0.151,0.651,5.9,0.867,0.961,0.057,0.98
03M145,"P.S. 145, The Bloomingdale School",Elementary,391,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,0.91,0.85,0.89,0.76,0.82,0.84,Developing,Developing,Developing,Proficient,Proficient,28-Jan-15,2.26,2.18,0.136,0.264,0.116,0.843,0.297,0.694,0.015,0.267,0.671,0.024,1.7,0.871,0.914,0.349,0.966
03M149,P.S. 149 Sojourner Truth,K-8,287,Approaching Target,Not Meeting Target,Approaching Target,Not Meeting Target,Approaching Target,Approaching Target,Approaching Target,0.83,0.7,0.77,0.6,0.81,0.82,Developing,Developing,Developing,Developing,Developing,12-Feb-15,1.96,1.96,0.102,0.353,0.169,0.883,0.259,0.761,0.027,0.659,0.243,0.016,3.8,0.808,0.906,0.373,0.962
03M163,P.S. 163 Alfred E. Smith,Elementary,599,Approaching Target,Meeting Target,Meeting Target,Not Meeting Target,Meeting Target,Approaching Target,Meeting Target,0.89,0.82,0.91,0.59,0.91,0.78,Proficient,Proficient,Developing,Proficient,Proficient,"February 27-28, 2014",3.05,3.47,0.074,0.164,0.003,0.503,0.096,0.363,0.062,0.173,0.457,0.274,2.8,0.867,0.949,0.131,0.97
03M165,P.S. 165 Robert E. Simon,K-8,831,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,0.87,0.82,0.87,0.73,0.86,0.85,Proficient,Proficient,Proficient,Well Developed,Proficient,23-Mar-15,2.32,2.57,0.18,0.194,0.043,0.739,0.266,0.563,0.041,0.138,0.7,0.105,3.5,0.576,0.914,0.289,0.955
03M166,P.S. 166 The Richard Rodgers School of The Arts an,Elementary,615,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,0.84,0.86,0.95,0.68,0.9,0.84,Well Developed,Well Developed,Proficient,Proficient,Proficient,10-Dec-14,3.43,3.55,0.054,0.143,0.013,0.217,0.047,0.13,0.112,0.067,0.179,0.589,2.8,0.659,0.955,0.082,0.973
03M180,P.S. 180 Hugo Newman,K-8,625,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Approaching Target,0.86,0.86,0.86,0.85,0.9,0.9,Proficient,Proficient,Proficient,Well Developed,Well Developed,"December 17-18, 2013",2.48,2.77,0.059,0.184,0.005,0.69,0.101,0.537,0.016,0.589,0.292,0.067,1.4,0.86,0.942,0.186,0.938
03M191,P.S. 191 Amsterdam,K-8,490,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Approaching Target,0.82,0.79,0.82,0.7,0.88,0.88,Proficient,Developing,Developing,Proficient,Proficient,16-Mar-15,2.16,2.29,0.095,0.328,0.107,0.758,0.214,0.601,0.069,0.361,0.489,0.076,0.9,0.744,0.914,0.33,0.973
03M199,P.S. 199 Jessie Isador Straus,Elementary,889,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,0.94,0.93,0.99,0.9,0.94,0.95,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,"February 6-7, 2014",3.49,3.72,0.027,0.169,0.024,0.078,0.009,0.045,0.128,0.016,0.135,0.658,0.8,0.918,0.961,0.053,0.965
03M208,P.S. 208 Alain L. Locke,Elementary,157,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,0.88,0.9,0.82,0.81,0.85,0.91,Proficient,Proficient,Proficient,Proficient,Proficient,15-Jan-15,2.34,2.22,0.102,0.325,0.096,0.875,0.159,0.72,0.019,0.643,0.312,0.025,8.7,0.714,0.927,0.261,0.959
03M241,STEM Institute of Manhattan,Elementary,100,N/A,N/A,N/A,N/A,N/A,N/A,Not Meeting Target,0,0.94,0.91,0.95,0.88,0.94,Proficient,Developing,Developing,Developing,Developing,1-Apr-15,2.03,2.15,0.14,0.39,0.16,0.849,0.24,0.71,0.02,0.48,0.46,0.04,0.7,0.667,0.911,0.33,0.944
03M242,P.S. 242 - The Young Diplomats Magnet Academy,Elementary,221,Approaching Target,Approaching Target,Approaching Target,Not Meeting Target,Approaching Target,Approaching Target,Meeting Target,0.96,0.76,0.82,0.62,0.83,0.75,Proficient,Developing,Developing,Proficient,Proficient,14-Jan-15,2.22,2.28,0.101,0.357,0.082,0.886,0.425,0.72,0.01,0.667,0.266,0.034,7.5,0.792,0.903,0.368,0.961
03M243,M.S. 243 Center School,Middle,230,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,0.96,0.91,0.96,0.9,0.91,0.96,Well Developed,Well Developed,Proficient,Well Developed,Proficient,"November 13-14, 2013",3.6,3.73,0.009,0.091,0,0.181,0.004,0.087,0.083,0.143,0.126,0.626,13.1,0.867,0.979,0,0.992
03M245,M.S. M245 The Computer School,Middle,412,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,0.9,0.92,0.91,0.85,0.86,0.95,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,10-Dec-14,3.11,3.35,0.022,0.177,0.017,0.304,0.027,0.189,0.073,0.17,0.257,0.461,9.8,0.917,0.965,0.061,0.981
03M247,M.S. M247 Dual Language Middle School,Middle,197,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,0.89,0.93,0.92,0.88,0.88,0.95,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,11-May-15,2.28,2.53,0.259,0.239,0,0.802,0.142,0.706,0,0.005,0.995,0,1.8,0.526,0.964,0.07,0.982
03M250,M.S. 250 West Side Collaborative Middle School,Middle,189,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,0.91,0.98,0.91,0.97,0.82,0.96,Proficient,Proficient,Proficient,Well Developed,Well Developed,30-Apr-15,2.4,2.58,0.063,0.27,0.005,0.661,0.18,0.455,0.037,0.349,0.503,0.085,1.4,0.824,0.936,0.177,0.968
03M256,M.S. 256 Academic & Athletic Excellence,Middle,142,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.83,0.89,0.8,0.87,0.83,0.91,Proficient,Developing,Developing,Proficient,Proficient,4-Mar-15,2.18,2.3,0.155,0.275,0.007,0.778,0.204,0.599,0.007,0.486,0.43,0.07,1,0.667,0.881,0.383,0.967
03M258,Community Action School - MS 258,Middle,255,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,0.96,0.96,0.87,0.94,0.82,0.93,Well Developed,Proficient,Proficient,Well Developed,Well Developed,15-May-15,2.26,2.52,0.035,0.329,0.043,0.73,0.196,0.557,0.027,0.467,0.424,0.075,15.8,0.682,0.942,0.151,0.963
03M333,P.S. 333 Manhattan School for Children,K-8,759,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,0.93,0.87,0.88,0.79,0.94,0.91,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,30-Mar-15,2.88,3.15,0.018,0.183,0.003,0.233,0.018,0.108,0.065,0.101,0.17,0.64,1.4,0.635,0.951,0.089,0.974
03M334,The Anderson School,K-8,574,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,0.9,0.9,0.92,0.87,0.93,0.92,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,30-Apr-15,3.9,4.21,0.002,0.035,0,0.134,0,0.049,0.279,0.045,0.092,0.535,5.8,0.893,0.976,0.005,0.966
03M415,Wadleigh Secondary School for the Performing & Vis,Middle,445,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,0.86,0.77,0.82,0.71,0.77,0.82,Developing,Developing,Proficient,Proficient,Proficient,18-Dec-14,2.1,2.07,0.064,0.255,0.021,0.791,0.213,0.787,0.021,0.638,0.34,0,0,0,0.925,0.234,
03M421,West Prep Academy,Middle,195,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,0.9,0.97,0.83,0.94,0.86,0.94,Proficient,Proficient,Proficient,Well Developed,Well Developed,16-Jan-15,2.28,2.37,0.067,0.297,0.087,0.767,0.179,0.579,0.021,0.544,0.369,0.051,1.2,0.278,0.921,0.248,0.974
03M452,P.S. 452,Elementary,286,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,N/A,0.97,0.98,0.99,0.96,0.94,0.97,Well Developed,Proficient,Proficient,Well Developed,Well Developed,25-Nov-14,3.14,3.4,0.021,0.227,0,0.162,0.021,0.084,0.105,0.084,0.122,0.643,5,0.6,0.958,0.085,0.987
03M859,Special Music School,K-8,231,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,0.96,0.97,0.91,0.95,0.91,0.95,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,28-Oct-14,3.75,3.86,0,0.101,0,0.253,0.022,0.065,0.165,0.094,0.101,0.54,0,0,0.959,0.072,
03M860,Frederick Douglass Academy II Secondary School,Middle,411,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,0.76,0.76,0.81,0.72,0.76,0.84,Proficient,Developing,Proficient,Proficient,Well Developed,14-Nov-14,2.26,2.36,0.125,0.284,0.045,0.786,0.114,0.693,0.034,0.739,0.182,0.045,0,0,0.88,0.337,
03M862,Mott Hall II,Middle,338,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,0.83,0.95,0.89,0.93,0.84,0.95,Proficient,Proficient,Proficient,Well Developed,Proficient,"January 21-22, 2014",3,3.37,0.015,0.16,0.036,0.477,0.033,0.322,0.071,0.257,0.385,0.257,2.4,0.5,0.959,0.082,0.976
04M007,P.S. 007 Samuel Stern,K-8,385,Meeting Target,Exceeding Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,0.9,0.86,0.83,0.82,0.84,0.87,Proficient,Proficient,Proficient,Proficient,Well Developed,"December 4-5, 2013",2.36,2.72,0.145,0.304,0.014,0.899,0.335,0.732,0.02,0.291,0.64,0.036,3.8,0.788,0.902,0.335,0.969
04M012,Tag Young Scholars,K-8,538,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,0.92,0.92,0.91,0.86,0.87,0.9,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,"February 10-11, 2014",3.63,3.91,0,0.052,0,0.435,0.032,0.238,0.307,0.277,0.229,0.132,10.8,0.542,0.966,0.053,0.981
04M013,J.H.S. 013 Jackie Robinson,Middle,37,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.71,0.81,0.89,0.79,0.9,0.85,N/A,N/A,N/A,N/A,N/A,,2.2,2.32,0.108,0.378,0.081,0.861,0.216,0.703,0,0.432,0.541,0,10.1,0.8,0.93,0.25,0.988
04M037,River East Elementary,Elementary,221,Meeting Target,Exceeding Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,0.9,0.88,0.92,0.74,0.86,0.93,Proficient,Proficient,Proficient,Well Developed,Well Developed,"November 11-12, 2013",2.31,2.29,0.049,0.259,0.01,0.779,0.176,0.605,0,0.449,0.541,0.01,3.8,0.682,0.924,0.282,0.967
04M038,P.S. 38 Roberto Clemente,Elementary,265,Approaching Target,Not Meeting Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,0.87,0.77,0.76,0.68,0.82,0.82,Developing,Developing,Proficient,Well Developed,Developing,3-Mar-15,2.08,2.21,0.138,0.318,0.054,0.915,0.393,0.787,0.059,0.322,0.586,0.025,1.9,0.593,0.878,0.502,0.966
04M050,P.S. 050 Vito Marcantonio,K-8,338,Approaching Target,Not Meeting Target,N/A,Approaching Target,Approaching Target,Approaching Target,Approaching Target,0.87,0.74,0.89,0.67,0.79,0.84,Developing,Developing,Developing,Developing,Developing,5-May-15,2.14,2.17,0.086,0.331,0.124,0.89,0.284,0.754,0.009,0.367,0.604,0.012,0.5,0.808,0.874,0.491,0.94
04M057,James Weldon Johnson,K-8,856,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Exceeding Target,0.92,0.85,0.85,0.81,0.82,0.91,Well Developed,Proficient,Proficient,Well Developed,Proficient,11-May-15,2.55,2.68,0.138,0.288,0.071,0.885,0.276,0.738,0.039,0.256,0.679,0.021,3,0.647,0.922,0.275,0.966
04M072,The Lexington Academy,Elementary,563,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.9,0.9,0.94,0.82,0.87,0.92,Well Developed,Proficient,Proficient,Well Developed,Well Developed,1-Apr-15,2.34,2.49,0.144,0.233,0.078,0.866,0.391,0.7,0.012,0.142,0.827,0.016,5.4,0.48,0.921,0.303,0.972
04M083,P.S. 083 Luis Munoz Rivera,Elementary,445,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,0.88,0.9,0.9,0.85,0.87,0.98,Proficient,Proficient,Developing,Proficient,Proficient,"February 25-26, 2014",2.61,2.7,0.07,0.225,0.08,0.772,0.15,0.609,0.136,0.218,0.611,0.023,11.9,0.758,0.932,0.246,0.953
04M096,P.S. 096 Joseph Lanzetta,K-8,455,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Not Meeting Target,Approaching Target,Meeting Target,0.88,0.85,0.89,0.77,0.77,0.88,Developing,Developing,Developing,Well Developed,Proficient,25-Feb-15,2.16,2.28,0.218,0.307,0.116,0.902,0.259,0.736,0.011,0.286,0.67,0.025,1,0.718,0.909,0.373,0.957
04M102,P.S. 102 Jacques Cartier,Elementary,316,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,0.86,0.78,0.84,0.68,0.87,0.88,Developing,Developing,Developing,Developing,Developing,15-Jan-15,2.02,2.2,0.114,0.324,0.124,0.833,0.1,0.724,0.055,0.279,0.607,0.041,1.8,0.714,0.905,0.347,0.966
04M108,P.S. 108 Assemblyman Angelo Del Toro Educational C,K-8,626,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,0.87,0.8,0.86,0.67,0.83,0.86,Developing,Developing,Developing,Developing,Developing,16-Mar-15,2.37,2.46,0.127,0.253,0.12,0.843,0.188,0.706,0.039,0.275,0.656,0.015,3.8,0.804,0.905,0.344,0.955
04M146,P.S. 146 Ann M. Short,Elementary,416,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,0.77,0.71,0.8,0.65,0.9,0.84,Proficient,Proficient,Proficient,Proficient,Proficient,17-Mar-15,2.13,2.09,0.222,0.507,0.232,0.903,0.308,0.815,0.023,0.282,0.674,0.013,6.8,0.857,0.924,0.293,0.961
04M155,P.S. 155 William Paca,Elementary,360,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,0.84,0.79,0.91,0.74,0.85,0.79,Proficient,Developing,Proficient,Developing,Developing,6-May-15,2.12,2.23,0.401,0.322,0.117,0.902,0.292,0.768,0.018,0.105,0.87,0,6.8,0.903,0.93,0.253,0.932
04M171,P.S. 171 Patrick Henry,K-8,728,Exceeding Target,Meeting Target,Exceeding Target,Approaching Target,Meeting Target,Meeting Target,Exceeding Target,0.92,0.83,0.95,0.71,0.87,0.89,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,17-Mar-14,2.97,3.27,0.02,0.224,0.001,0.751,0.11,0.581,0.045,0.247,0.656,0.042,13.9,0.735,0.94,0.187,0.975
04M182,The Bilingual Bicultural School,Elementary,360,Approaching Target,Approaching Target,Meeting Target,Not Meeting Target,Approaching Target,Approaching Target,Meeting Target,0.93,0.85,0.91,0.6,0.84,0.8,Developing,Developing,Developing,Proficient,Developing,17-Dec-14,2.53,2.93,0.339,0.194,0.008,0.859,0.169,0.739,0.017,0.086,0.886,0.003,1,0.846,0.942,0.179,0.968
04M206,P.S. 206 Jose Celso Barbosa,K-8,472,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.83,0.85,0.85,0.8,0.82,0.91,Proficient,Developing,Proficient,Proficient,Proficient,17-Nov-14,2.38,2.69,0.142,0.381,0.059,0.817,0.172,0.674,0.04,0.271,0.602,0.059,3.8,0.638,0.932,0.245,0.959
