DBN,School Name,School Type,Enrollment,Rigorous Instruction Rating,Collaborative Teachers Rating,Supportive Environment Rating,Effective School Leadership Rating,Strong Family-Community Ties Rating,Trust Rating,Student Achievement Rating,Rigorous Instruction - Percent Positive,Collaborative Teachers - Percent Positive,Supportive Environment - Percent Positive,Effective School Leadership - Percent Positive,Strong Family-Community Ties - Percent Positive,Trust - Percent Positive,Quality Review - How interesting and challenging is the curriculum?,Quality Review - How effective is the teaching and learning?,Quality Review - How well does the school assess what students are learning?,Quality Review - How clearly are high expectations communicated to students and staff?,Quality Review - How well do teachers work with each other?,Quality Review - Dates of Review,Average Grade 5 English Proficiency,Average Grade 5 Math Proficiency,Percent English Language Learners,Percent Students with Disabilities,Percent Self-Contained,Economic Need Index,Percent in Temp Housing,Percent HRA Eligible,Percent Asian,Percent Black,Percent Hispanic,Percent White,Years of principal experience at this school,Percent of teachers with 3 or more years of experience,Student Attendance Rate,Percent of Students Chronically Absent,Teacher Attendance Rate
10X051,P.S. 051 Bronx New School,Elementary,215,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Approaching Target,0.81,0.79,0.82,0.75,0.91,0.87,Proficient,Proficient,Well Developed,Proficient,Proficient,42041,,,0.047,0.177,0,0.722,0.093,0.558,0.028,0.381,0.572,0.019,1,0.471,0.938,0.224,0.967
10X054,P.S./I.S. 54,Elementary,451,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Approaching Target,0.84,0.84,0.79,0.87,0.9,0.94,Proficient,Developing,Proficient,Proficient,Proficient,41983,,,0.288,0.211,0.06,0.894,0.302,0.752,0.018,0.273,0.701,0.007,2.9,0.8,0.929,0.248,0.971
10X056,P.S. 056 Norwood Heights,Elementary,691,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,0.93,0.94,0.85,0.96,0.89,0.98,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,41976,,,0.145,0.227,0.075,0.839,0.165,0.667,0.217,0.082,0.627,0.062,1,0.93,0.93,0.237,0.96
10X059,P.S. 059 The Community School of Technology,Elementary,561,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Approaching Target,0.86,0.86,0.78,0.9,0.94,0.94,Well Developed,Proficient,Proficient,Well Developed,Well Developed,42411,,,0.164,0.298,0.102,0.946,0.317,0.784,0.012,0.299,0.665,0.011,4.8,0.86,0.908,0.366,0.968
10X080,J.H.S. 080 The Mosholu Parkway,Middle,636,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,0.87,0.78,0.74,0.8,0.8,0.83,Proficient,Developing,Developing,Proficient,Developing,42496,2.32,2.27,0.311,0.234,0.102,0.827,0.222,0.653,0.131,0.132,0.673,0.053,4.2,0.642,0.936,0.208,0.96
10X081,P.S. 081 Robert J. Christen,Elementary,683,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,0.93,0.93,0.91,0.93,0.95,0.96,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,42131,,,0.078,0.18,0.056,0.33,0.097,0.201,0.079,0.095,0.493,0.296,3.8,0.735,0.94,0.179,0.971
10X085,P.S. 085 Great Expectations,Elementary,929,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,0.79,0.72,0.68,0.73,0.87,0.82,Proficient,Developing,Developing,Developing,Proficient,42515,,,0.243,0.276,0.089,0.925,0.281,0.776,0.009,0.286,0.692,0.003,9.9,0.736,0.921,0.29,0.96
10X086,P.S. 086 Kingsbridge Heights,Elementary,1652,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,0.96,0.95,0.9,0.96,0.9,0.96,Well Developed,Proficient,Proficient,Well Developed,Well Developed,42138,,,0.308,0.214,0.077,0.876,0.274,0.708,0.041,0.086,0.852,0.015,4.5,0.761,0.939,0.192,0.948
10X091,P.S. 091 Bronx,Elementary,760,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,0.8,0.79,0.73,0.82,0.86,0.82,Proficient,Developing,Proficient,Proficient,Proficient,41967,,,0.379,0.25,0.108,0.894,0.353,0.721,0.026,0.18,0.764,0.016,6,0.684,0.914,0.323,0.972
10X094,P.S. 094 Kings College School,Elementary,1230,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Approaching Target,0.77,0.73,0.73,0.76,0.88,0.87,Proficient,Developing,Proficient,Proficient,Developing,42138,,,0.259,0.227,0.098,0.837,0.263,0.672,0.111,0.162,0.677,0.026,11,0.69,0.918,0.318,0.95
10X095,P.S. 095 Sheila Mencher,K-8,1291,,,Meeting Target,,Meeting Target,Meeting Target,Meeting Target,0.64,0.65,0.82,0.7,0.91,0.82,Well Developed,Proficient,Proficient,Well Developed,Proficient,42012,,,0.19,0.2,0.061,0.781,0.195,0.639,0.069,0.174,0.7,0.042,9,0.756,0.924,0.266,0.957
10X118,J.H.S. 118 William W. Niles,Middle,1156,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,0.76,0.66,0.7,0.7,0.79,0.81,Proficient,Developing,Developing,Proficient,Developing,42122,2.91,2.97,0.113,0.199,0.083,0.837,0.191,0.664,0.145,0.212,0.602,0.034,6.6,0.663,0.927,0.229,0.958
10X141,Riverdale / Kingsbridge Academy (Middle School / H,Middle,724,Meeting Target,Exceeding Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Exceeding Target,0.81,0.78,0.69,0.77,0.85,0.83,Proficient,Proficient,Proficient,Well Developed,Well Developed,41976,3.01,3,0.087,0.184,0.057,0.409,0.105,0.265,0.073,0.091,0.548,0.279,9,0.832,0.953,0.1,0.968
10X159,P.S. 159 Luis Munoz Marin Biling,Elementary,201,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,0.97,0.98,0.94,0.98,0.93,0.98,Proficient,Developing,Developing,Proficient,Developing,42033,,,0.299,0.199,0,0.867,0.164,0.677,0,0.085,0.896,0.015,9.5,1,0.928,0.246,0.946
10X205,P.S. 205 Fiorello Laguardia,Elementary,1049,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.85,0.81,0.73,0.82,0.9,0.91,Proficient,Proficient,Proficient,Proficient,Proficient,41960,,,0.204,0.211,0.053,0.893,0.215,0.733,0.011,0.152,0.786,0.051,5.8,0.851,0.929,0.255,0.96
10X206,I.S. 206 Ann Mersereau,Middle,237,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.73,0.8,0.72,0.85,0.91,0.9,Proficient,Developing,Proficient,Proficient,Proficient,41956,2.42,2.35,0.236,0.316,0.139,0.899,0.354,0.709,0.013,0.19,0.785,0.013,11,0.842,0.892,0.371,0.956
10X225,Theatre Arts Production Company School,Middle,203,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.76,0.71,0.6,0.78,0.89,0.85,Proficient,Proficient,Developing,Proficient,Proficient,42123,2.74,2.66,0.064,0.212,0.01,0.802,0.177,0.66,0.02,0.286,0.64,0.044,4.3,0.822,0.926,0.207,0.955
10X226,P.S. 226,Elementary,460,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.74,0.69,0.64,0.8,0.86,0.82,Proficient,Proficient,Proficient,Proficient,Proficient,42094,,,0.241,0.187,0.1,0.915,0.328,0.713,0.007,0.226,0.757,0.004,13.9,0.618,0.938,0.204,0.959
10X228,Jonas Bronck Academy,Middle,264,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,0.92,0.92,0.8,0.95,0.91,0.91,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,41982,2.8,2.95,0.042,0.22,0,0.775,0.072,0.625,0.049,0.178,0.727,0.023,3.8,0.667,0.981,0.019,0.997
10X243,West Bronx Academy for the Future,Middle,248,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,0.86,0.8,0.66,0.85,0.76,0.85,Developing,Developing,Developing,Proficient,Proficient,42137,2.53,2.61,0.157,0.262,0.073,0.84,0.21,0.698,0.016,0.226,0.738,0.016,12,0.711,0.942,0.167,0.977
10X244,The New School for Leadership and Journalism,Middle,772,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,0.89,0.82,0.82,0.9,0.93,0.9,Proficient,Proficient,Proficient,Well Developed,Proficient,42143,2.58,2.63,0.205,0.259,0.096,0.846,0.228,0.65,0.023,0.109,0.828,0.028,2.2,0.776,0.934,0.2,0.961
10X246,P.S. 246 Poe Center,Elementary,704,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Approaching Target,0.74,0.77,0.76,0.79,0.86,0.93,Proficient,Developing,Developing,Proficient,Proficient,41967,,,0.268,0.237,0.027,0.897,0.251,0.739,0.021,0.095,0.851,0.021,11.8,0.672,0.927,0.262,0.953
10X254,I.S. 254,Middle,473,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,0.75,0.71,0.7,0.8,0.81,0.81,Developing,Developing,Developing,Proficient,Proficient,42030,2.24,2.23,0.342,0.288,0.14,0.875,0.256,0.683,0.027,0.175,0.78,0.008,1.9,0.737,0.915,0.309,0.958
10X279,"P.S. 279 Captain Manuel Rivera, Jr.",K-8,1083,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,0.82,0.81,0.79,0.89,0.94,0.9,Proficient,Proficient,Proficient,Proficient,Proficient,42040,,,0.289,0.21,0.066,0.919,0.355,0.75,0.03,0.17,0.785,0.004,3.8,0.732,0.941,0.186,0.955
10X280,P.S./M.S. 280 Mosholu Parkway,K-8,894,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.92,0.88,0.95,0.89,0.9,0.92,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,42040,,,0.121,0.286,0.087,0.829,0.197,0.653,0.113,0.091,0.74,0.051,9.3,0.836,0.933,0.21,0.946
10X291,P.S. 291,Elementary,675,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,0.96,0.96,0.89,0.99,0.95,0.98,Proficient,Proficient,Proficient,Well Developed,Proficient,41955,,,0.241,0.163,0.053,0.925,0.265,0.751,0.004,0.105,0.883,0.001,13.9,0.739,0.92,0.298,0.956
10X306,P.S. 306,Elementary,768,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Approaching Target,0.76,0.74,0.72,0.77,0.87,0.85,Developing,Developing,Developing,Proficient,Proficient,42010,,,0.171,0.22,0.04,0.903,0.26,0.708,0.01,0.279,0.702,0.007,6.7,0.695,0.921,0.291,0.965
10X307,Luisa Pineiro Fuentes School of Science and Discov,Elementary,373,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.9,0.88,0.79,0.88,0.88,0.91,Proficient,Developing,Proficient,Proficient,Proficient,42037,,,0.26,0.212,0.051,0.826,0.231,0.611,0.075,0.088,0.82,0.013,4.3,0.71,0.949,0.145,0.955
10X308,Bronx Dance Academy School,Middle,277,Approaching Target,Meeting Target,Meeting Target,Not Meeting Target,Meeting Target,Approaching Target,Meeting Target,0.77,0.69,0.69,0.65,0.84,0.78,Proficient,Developing,Proficient,Proficient,Proficient,41984,2.54,2.45,0.061,0.191,0.018,0.801,0.148,0.65,0.018,0.202,0.765,0.014,8.7,0.591,0.939,0.182,0.958
10X310,P.S. 310 Marble Hill,Elementary,749,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.86,0.82,0.82,0.86,0.87,0.89,Well Developed,Proficient,Proficient,Proficient,Well Developed,42026,,,0.17,0.187,0.028,0.876,0.323,0.696,0.015,0.099,0.849,0.032,9.4,0.644,0.936,0.222,0.959
10X315,P.S. 315 Lab School,K-8,280,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,0.9,0.9,0.74,0.96,0.91,0.91,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,42130,,,0.157,0.196,0.043,0.86,0.164,0.711,0.007,0.161,0.814,0.007,4.8,0.857,0.945,0.171,0.96
10X331,The Bronx School of Young Leaders,Middle,402,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Approaching Target,0.86,0.85,0.75,0.92,0.89,0.92,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,42431,2.36,2.33,0.177,0.219,0.092,0.909,0.306,0.692,0.01,0.229,0.749,0.01,7.9,0.531,0.946,0.163,0.969
10X340,P.S. 340,Elementary,629,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,0.87,0.91,0.83,0.9,0.88,0.96,Well Developed,Proficient,Proficient,Well Developed,Well Developed,"February 3rd, 2015",,,0.242,0.28,0.114,0.895,0.323,0.712,0.033,0.089,0.851,0.017,1.8,0.852,0.931,0.237,0.96
10X342,International School for Liberal Arts,Middle,158,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,0.9,0.85,0.74,0.85,0.73,0.83,Proficient,Proficient,Developing,Proficient,Well Developed,42081,2.17,2.37,0.633,0.165,0.013,0.849,0.38,0.684,0,0,0.994,0.006,4.3,0.78,0.975,0.036,0.978
10X344,Ampark Neighborhood,Elementary,400,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Approaching Target,0.88,0.91,0.81,0.94,0.95,0.96,Proficient,Proficient,Proficient,Proficient,Proficient,41975,,,0.028,0.153,0.05,0.406,0.063,0.233,0.053,0.128,0.6,0.198,3.9,0.75,0.943,0.122,0.961
10X360,P.S. 360,Elementary,447,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Approaching Target,0.86,0.86,0.82,0.72,0.89,0.86,Proficient,Developing,Developing,Proficient,Proficient,42011,,,0.159,0.235,0.123,0.788,0.226,0.588,0.02,0.119,0.83,0.029,1.8,0.743,0.907,0.363,0.964
10X363,Academy For Personal Leadership And Excellence,Middle,455,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,0.86,0.88,0.76,0.96,0.87,0.92,Well Developed,Proficient,Proficient,Well Developed,Well Developed,42479,2.29,2.3,0.319,0.24,0.075,0.898,0.237,0.738,0.022,0.119,0.846,0.011,6,0.72,0.927,0.233,0.966
10X368,In-Tech Academy (M.S. / High School 368),Middle,438,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.77,0.78,0.69,0.8,0.81,0.87,Well Developed,Proficient,Proficient,Well Developed,Proficient,42433,2.74,2.85,0.199,0.194,0.062,0.737,0.189,0.562,0.041,0.084,0.82,0.034,1,0.848,0.942,0.187,0.965
10X382,"Elementary School for Math, Science, and Technolog",Elementary,279,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Approaching Target,0.91,0.87,0.78,0.94,0.86,0.94,Proficient,Proficient,Proficient,Proficient,Proficient,42142,,,0.297,0.147,0,0.902,0.305,0.703,0.004,0.24,0.749,0,8,0.944,0.938,0.2,0.978
10X386,School for Environmental Citizenship,Elementary,541,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,0.8,0.76,0.76,0.84,0.86,0.87,Proficient,Developing,Proficient,Proficient,Proficient,42074,,,0.331,0.2,0.068,0.941,0.397,0.769,0.007,0.152,0.824,0.013,2.6,0.844,0.935,0.218,0.959
10X390,M.S. 390,Middle,457,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,0.72,0.65,0.69,0.7,0.89,0.79,Proficient,Proficient,Proficient,Proficient,Proficient,42328,2.4,2.29,0.256,0.252,0.077,0.905,0.289,0.733,0.009,0.131,0.849,0.009,16.8,0.688,0.933,0.221,0.958
10X391,The Angelo Patri Middle School,Middle,516,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.78,0.72,0.72,0.82,0.82,0.87,Proficient,Developing,Proficient,Proficient,Developing,42493,2.19,2.19,0.364,0.289,0.134,0.905,0.333,0.729,0.014,0.244,0.719,0.016,5.8,0.74,0.925,0.274,0.953
10X396,P.S. 396,Elementary,322,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.82,0.78,0.71,0.84,0.9,0.87,Proficient,Proficient,Well Developed,Well Developed,Well Developed,42067,,,0.202,0.273,0.016,0.903,0.323,0.742,0.003,0.214,0.764,0.019,5.6,0.532,0.936,0.238,0.972
10X447,Creston Academy,Middle,477,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,0.87,0.85,0.77,0.93,0.91,0.92,Proficient,Proficient,Well Developed,Well Developed,Well Developed,42079,2.33,2.4,0.312,0.21,0.002,0.92,0.3,0.723,0.025,0.122,0.843,0.008,1,0.5,0.934,0.191,0.971
10X459,East Fordham Academy for the Arts,Middle,323,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,0.62,0.67,0.66,0.74,0.83,0.82,Proficient,Developing,Proficient,Proficient,Proficient,42018,2.29,2.29,0.257,0.279,0.121,0.879,0.254,0.697,0.019,0.124,0.842,0.012,1.3,0.68,0.923,0.245,0.967
11X016,P.S. 016 Wakefield,Elementary,415,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,0.81,0.74,0.73,0.77,0.91,0.79,Proficient,Proficient,Well Developed,Well Developed,Proficient,42010,,,0.046,0.248,0.12,0.761,0.227,0.636,0.031,0.588,0.28,0.019,8,0.919,0.91,0.33,0.963
11X019,P.S. 019 Judith K. Weiss,K-8,518,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Approaching Target,0.91,0.9,0.8,0.94,0.93,0.92,Proficient,Developing,Proficient,Proficient,Well Developed,42047,,,0.075,0.185,0.004,0.33,0.079,0.228,0.037,0.077,0.282,0.593,8,0.969,0.95,0.098,0.971
11X021,P.S. 021 Philip H. Sheridan,Elementary,700,Not Meeting Target,Approaching Target,Approaching Target,Approaching Target,Not Meeting Target,Approaching Target,Approaching Target,0.66,0.67,0.58,0.74,0.77,0.81,Developing,Developing,Developing,Proficient,Developing,42018,,,0.071,0.203,0.117,0.804,0.191,0.66,0.014,0.699,0.244,0.011,14,0.913,0.909,0.353,0.953
11X041,P.S. 041 Gun Hill Road,Elementary,963,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,0.97,0.9,0.91,0.97,0.94,0.96,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,42395,,,0.087,0.18,0.039,0.871,0.248,0.727,0.013,0.529,0.431,0.017,10.1,0.672,0.911,0.35,0.971
11X068,P.S. 068 Bronx,Elementary,756,Meeting Target,Approaching Target,Meeting Target,Not Meeting Target,Meeting Target,Not Meeting Target,Meeting Target,0.7,0.63,0.59,0.64,0.88,0.7,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,42087,,,0.011,0.22,0.057,0.606,0.103,0.458,0.017,0.763,0.188,0.012,5.8,0.725,0.927,0.248,0.946
11X076,P.S. 076 The Bennington School,Elementary,1065,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,0.54,0.63,0.7,0.62,0.9,0.77,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,42374,,,0.13,0.181,0.058,0.719,0.156,0.567,0.03,0.451,0.425,0.077,12.5,0.592,0.925,0.276,0.946
11X078,P.S. 078 Anne Hutchinson,Elementary,776,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,0.87,0.87,0.82,0.87,0.85,0.89,Proficient,Developing,Developing,Proficient,Proficient,42083,,,0.046,0.182,0.079,0.723,0.144,0.603,0.013,0.716,0.216,0.044,16.8,0.857,0.905,0.365,0.96
11X083,P.S. 083 Donald Hertz,K-8,1721,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.87,0.84,0.76,0.88,0.89,0.86,Proficient,Proficient,Proficient,Well Developed,Well Developed,42128,,,0.122,0.194,0.042,0.593,0.083,0.438,0.095,0.088,0.489,0.32,2.8,0.846,0.95,0.124,0.951
11X087,P.S. 087 Bronx,Elementary,634,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.76,0.74,0.65,0.81,0.86,0.86,Proficient,Developing,Developing,Proficient,Proficient,42066,,,0.024,0.196,0.039,0.651,0.167,0.475,0.054,0.708,0.162,0.011,7.7,0.757,0.941,0.187,0.961
11X089,P.S. 089 Bronx,K-8,1433,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,0.81,0.73,0.72,0.78,0.84,0.81,Proficient,Proficient,Proficient,Well Developed,Proficient,42094,,,0.215,0.202,0.048,0.709,0.094,0.579,0.068,0.218,0.531,0.17,5.8,0.684,0.928,0.247,0.974
11X096,P.S. 096 Richard Rodgers,Elementary,971,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.9,0.88,0.8,0.88,0.9,0.91,Proficient,Proficient,Proficient,Well Developed,Proficient,42409,,,0.078,0.21,0.024,0.779,0.195,0.614,0.038,0.247,0.61,0.094,13.9,0.786,0.918,0.301,0.951
11X097,P.S. 097 Bronx,Elementary,676,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,0.84,0.8,0.8,0.76,0.9,0.83,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,42094,,,0.043,0.219,0.053,0.518,0.059,0.42,0.161,0.286,0.367,0.157,9.9,0.941,0.944,0.173,0.958
11X103,P.S. 103 Hector Fontanez,Elementary,1170,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,0.86,0.86,0.82,0.89,0.84,0.92,Proficient,Developing,Proficient,Proficient,Proficient,42375,,,0.177,0.221,0.069,0.801,0.144,0.645,0.028,0.529,0.377,0.026,6.1,0.747,0.908,0.363,0.964
11X105,P.S. 105 Sen Abraham Bernstein,Elementary,1258,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Exceeding Target,0.79,0.81,0.76,0.8,0.85,0.85,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,42405,,,0.197,0.211,0.021,0.789,0.207,0.616,0.083,0.109,0.665,0.127,9.9,0.885,0.934,0.22,0.959
